0.000;-0.011;0.020
0.000;-0.002;0.020
0.000;0.017;0.020
0.000;0.036;0.020
0.000;0.059;0.020
0.000;0.076;0.020
0.000;0.092;0.020
0.000;0.104;0.020
0.000;0.115;0.020
0.000;0.126;0.020
0.000;0.139;0.020
0.000;0.149;0.020
0.000;0.159;0.020
0.000;0.172;0.020
0.000;0.182;0.020
0.000;0.191;0.020
0.000;0.199;0.020
0.000;0.206;0.020
0.000;0.213;0.020
0.000;0.222;0.020
0.000;0.229;0.020
0.000;0.235;0.020
0.000;0.240;0.020
0.000;0.244;0.020
0.000;0.248;0.020
0.000;0.251;0.020
0.000;0.257;0.020
0.000;0.255;0.020
0.000;0.252;0.020
0.000;0.253;0.020
0.000;0.255;0.020
0.000;0.257;0.020
0.000;0.259;0.020
0.000;0.259;0.020
0.000;0.259;0.020
0.000;0.260;0.020
0.000;0.260;0.020
0.000;0.259;0.020
0.000;0.260;0.020
0.000;0.259;0.020
0.028;0.256;0.020
0.060;0.256;0.020
0.093;0.255;0.020
0.126;0.252;0.020
0.159;0.251;0.020
0.193;0.248;0.020
0.226;0.245;0.020
0.260;0.244;0.020
0.294;0.240;0.020
0.329;0.234;0.020
0.364;0.228;0.020
0.399;0.222;0.020
0.434;0.216;0.020
0.470;0.213;0.020
0.507;0.206;0.020
0.543;0.199;0.020
0.581;0.191;0.020
0.618;0.179;0.020
0.656;0.169;0.020
0.694;0.159;0.020
0.733;0.148;0.020
0.773;0.139;0.020
0.813;0.131;0.020
0.854;0.123;0.020
0.896;0.117;0.020
0.936;0.111;0.020
0.978;0.103;0.020
1.019;0.097;0.020
1.060;0.091;0.020
1.103;0.084;0.020
1.145;0.081;0.020
1.187;0.076;0.020
1.230;0.070;0.020
1.274;0.063;0.020
1.319;0.056;0.020
1.364;0.049;0.020
1.408;0.045;0.020
1.453;0.040;0.020
1.498;0.036;0.020
1.544;0.033;0.020
1.591;0.030;0.020
1.637;0.028;0.020
1.684;0.025;0.020
1.731;0.020;0.020
1.779;0.015;0.020
1.827;0.011;0.020
1.876;0.005;0.020
1.924;0.000;0.020
1.973;-0.004;0.020
2.023;-0.008;0.020
2.072;-0.009;0.020
2.122;-0.010;0.020
2.172;-0.010;0.020
2.223;-0.009;0.020
2.275;-0.009;0.020
2.327;-0.009;0.020
2.379;-0.007;0.020
2.431;-0.006;0.020
2.484;-0.004;0.020
2.537;-0.002;0.020
2.591;0.000;0.020
2.644;0.002;0.020
2.699;0.005;0.020
2.753;0.007;0.020
2.808;0.009;0.020
2.865;0.011;0.020
2.920;0.014;0.020
2.976;0.017;0.020
3.033;0.020;0.020
3.089;0.022;0.020
3.146;0.024;0.020
3.204;0.026;0.020
3.263;0.028;0.020
3.322;0.029;0.020
3.380;0.029;0.020
3.439;0.031;0.020
3.500;0.032;0.020
3.559;0.033;0.020
3.620;0.034;0.020
3.680;0.035;0.020
3.741;0.035;0.020
3.803;0.036;0.020
3.864;0.036;0.020
3.926;0.036;0.020
3.989;0.037;0.020
4.052;0.037;0.020
4.114;0.038;0.020
4.178;0.039;0.020
4.242;0.039;0.020
4.306;0.039;0.020
4.371;0.037;0.020
4.437;0.037;0.020
4.502;0.037;0.020
4.569;0.037;0.020
4.635;0.037;0.020
4.701;0.037;0.020
4.768;0.038;0.020
4.836;0.038;0.020
4.903;0.038;0.020
4.971;0.038;0.020
5.040;0.037;0.020
5.108;0.037;0.020
5.177;0.036;0.020
5.247;0.036;0.020
5.317;0.035;0.020
5.387;0.035;0.020
5.457;0.034;0.020
5.528;0.034;0.020
5.600;0.034;0.020
5.671;0.034;0.020
5.743;0.034;0.020
5.815;0.034;0.020
5.888;0.033;0.020
5.961;0.033;0.020
6.034;0.033;0.020
6.107;0.033;0.020
6.178;0.032;0.020
6.249;0.032;0.020
6.319;0.032;0.020
6.389;0.032;0.020
6.457;0.032;0.020
6.525;0.033;0.020
6.593;0.033;0.020
6.660;0.033;0.020
6.727;0.034;0.020
6.793;0.034;0.020
6.858;0.034;0.020
6.923;0.033;0.020
6.987;0.032;0.020
7.051;0.031;0.020
7.114;0.031;0.020
7.177;0.031;0.020
7.239;0.032;0.020
7.300;0.032;0.020
7.361;0.032;0.020
7.421;0.031;0.020
7.481;0.031;0.020
7.540;0.032;0.020
7.598;0.032;0.020
7.656;0.033;0.020
7.714;0.033;0.020
7.771;0.034;0.020
7.828;0.034;0.020
7.884;0.034;0.020
7.939;0.034;0.020
7.994;0.034;0.020
8.049;0.034;0.020
8.103;0.034;0.020
8.154;0.035;0.020
8.206;0.035;0.020
8.281;0.036;0.020
8.307;0.036;0.020
8.359;0.036;0.020
8.410;0.036;0.020
8.461;0.036;0.020
8.511;0.036;0.020
8.560;0.036;0.020
8.609;0.035;0.020
8.654;0.035;0.020
8.695;0.035;0.020
8.734;0.035;0.020
8.769;0.035;0.020
8.802;0.034;0.020
8.832;0.034;0.020
8.859;0.034;0.020
8.885;0.034;0.020
8.907;0.034;0.020
8.928;0.033;0.020
8.947;0.032;0.020
8.965;0.033;0.020
8.980;0.033;0.020
8.994;0.033;0.020
9.007;0.033;0.020
9.018;0.032;0.020
9.028;0.032;0.020
9.036;0.031;0.020
9.044;0.032;0.020
9.051;0.032;0.020
9.056;0.032;0.020
9.061;0.033;0.020
9.065;0.033;0.020
9.068;0.032;0.020
9.070;0.032;0.020
9.072;0.032;0.020
9.073;0.031;0.020
9.074;0.030;0.020
9.074;0.030;0.020
9.028;0.031;0.020
8.985;0.031;0.020
8.946;0.031;0.020
8.910;0.031;0.020
8.878;0.031;0.020
8.848;0.030;0.020
8.821;0.030;0.020
8.797;0.029;0.020
8.774;0.029;0.020
8.754;0.029;0.020
8.735;0.029;0.020
8.718;0.029;0.020
8.703;0.028;0.020
8.688;0.028;0.020
8.675;0.027;0.020
8.663;0.027;0.020
8.653;0.027;0.020
8.643;0.026;0.020
8.634;0.026;0.020
8.626;0.025;0.020
8.618;0.025;0.020
8.611;0.025;0.020
