-0.068;24.515;21.700;-0.314;-1.297
-0.068;24.634;21.601;-0.301;-1.306
-0.066;25.164;21.823;-0.285;-1.331
-0.065;25.303;21.809;-0.282;-1.305
-0.064;25.434;21.765;-0.267;-1.316
-0.062;25.948;21.989;-0.259;-1.315
-0.061;26.069;21.915;-0.248;-1.257
-0.060;26.176;21.857;-0.237;-1.218
-0.059;26.678;22.103;-0.231;-1.130
-0.057;26.776;22.051;-0.219;-1.009
-0.057;27.273;22.316;-0.208;-0.900
-0.056;27.368;22.272;-0.199;-0.726
-0.055;27.449;22.218;-0.190;-0.643
-0.055;27.140;21.898;-0.179;-0.527
-0.053;27.646;22.194;-0.170;-0.459
-0.051;27.696;22.125;-0.165;-0.426
-0.049;27.733;22.030;-0.152;-0.412
-0.047;27.853;22.060;-0.146;-0.408
-0.045;27.918;22.003;-0.136;-0.407
-0.043;27.940;21.942;-0.128;-0.407
-0.041;28.047;21.969;-0.122;-0.409
-0.039;28.089;21.931;-0.115;-0.411
-0.036;28.075;21.846;-0.106;-0.412
-0.035;28.200;21.887;-0.103;-0.413
-0.034;28.254;21.866;-0.096;-0.413
-0.032;28.310;21.857;-0.085;-0.414
-0.032;28.376;21.846;-0.082;-0.395
-0.030;28.428;21.841;-0.077;-0.360
-0.029;27.682;21.220;-0.071;-0.328
-0.029;27.717;21.206;-0.067;-0.298
-0.028;27.783;21.224;-0.064;-0.271
-0.027;27.767;21.171;-0.057;-0.247
-0.026;27.492;20.948;-0.050;-0.225
-0.026;27.494;20.909;-0.045;-0.204
-0.025;27.585;20.966;-0.046;-0.186
-0.023;27.571;20.920;-0.038;-0.169
-0.021;27.649;20.965;-0.029;-0.153
-0.019;27.339;20.699;-0.028;-0.139
-0.017;27.326;20.677;-0.024;-0.126
-0.017;27.364;20.682;-0.021;-0.115
-0.016;27.010;20.395;-0.018;-0.104
-0.016;27.056;20.424;-0.015;-0.094
-0.015;27.085;20.445;-0.010;-0.085
-0.014;27.144;20.480;-0.006;-0.077
-0.013;27.124;20.462;-0.008;-0.070
-0.013;27.220;20.537;-0.006;-0.063
-0.012;27.250;20.557;-0.004;-0.057
-0.011;26.858;20.261;-0.001;-0.051
-0.011;26.937;20.315;0.004;-0.046
-0.011;26.925;20.306;0.002;-0.041
-0.010;27.011;20.368;0.006;-0.037
-0.009;27.063;20.430;0.004;-0.033
-0.008;27.092;20.441;0.006;-0.029
-0.007;26.740;20.166;0.008;-0.026
-0.006;26.771;20.200;0.010;-0.023
-0.006;26.789;20.212;0.013;-0.020
-0.006;26.833;20.229;0.017;-0.018
-0.006;26.942;20.333;0.015;-0.016
-0.005;26.929;20.342;0.013;-0.014
-0.005;26.963;20.380;0.014;-0.012
-0.005;26.897;20.347;0.013;-0.010
-0.005;26.628;20.146;0.015;-0.009
-0.004;26.689;20.194;0.014;-0.007
-0.004;27.105;20.527;0.016;-0.006
-0.004;26.727;20.249;0.018;-0.005
-0.004;26.807;20.314;0.018;-0.004
-0.003;26.846;20.358;0.017;-0.003
-0.003;26.877;20.384;0.018;-0.002
-0.001;26.905;20.426;0.016;-0.001
-0.001;26.894;20.420;0.017;0.000
-0.000;26.944;20.491;0.017;0.001
-0.000;26.619;20.230;0.017;0.001
-0.000;26.635;20.233;0.015;0.002
-0.000;26.700;20.281;0.019;0.003
-0.000;26.736;20.350;0.019;0.003
-0.000;26.760;20.370;0.018;0.004
-0.000;26.803;20.411;0.016;0.004
0.000;26.851;20.454;0.015;0.005
0.000;26.809;20.443;0.016;0.006
0.001;26.858;20.501;0.019;0.006
0.001;26.566;20.283;0.019;0.007
0.001;26.947;20.584;0.017;0.007
0.002;26.635;20.339;0.015;0.008
0.002;26.684;20.383;0.014;0.008
0.003;26.664;20.373;0.015;0.009
0.003;26.767;20.455;0.015;0.010
0.002;26.811;20.498;0.012;0.010
0.002;26.832;20.522;0.012;0.011
0.002;26.842;20.538;0.014;0.011
0.002;26.892;20.594;0.018;0.012
0.002;26.559;20.347;0.017;0.012
0.002;26.582;20.372;0.019;0.013
0.003;27.008;20.712;0.021;0.013
0.003;27.008;20.705;0.013;0.014
0.005;27.094;20.789;0.010;0.014
0.006;27.145;20.843;0.010;0.015
0.005;26.751;20.537;0.007;0.015
0.005;26.832;20.584;0.006;0.016
0.004;26.866;20.614;0.006;0.016
0.003;26.819;20.580;0.008;0.017
0.002;26.572;20.392;0.009;0.017
0.001;26.594;20.418;0.009;0.018
0.001;26.979;20.723;0.008;0.018
0.002;27.038;20.772;0.012;0.019
0.002;27.043;20.794;0.010;0.019
0.002;26.725;20.541;0.006;0.019
0.003;26.787;20.576;0.006;0.020
0.003;26.739;20.546;0.007;0.020
0.002;26.936;20.696;0.011;0.021
0.001;26.519;20.383;0.006;0.021
0.001;26.954;20.717;0.007;0.021
0.001;26.972;20.741;0.010;0.022
0.001;27.014;20.787;0.013;0.022
0.000;27.073;20.838;0.018;0.023
0.000;26.739;20.575;0.015;0.023
0.001;26.776;20.655;0.015;0.023
0.002;26.718;20.607;0.012;0.024
0.002;26.865;20.705;0.016;0.024
0.003;26.522;20.445;0.015;0.025
0.003;26.894;20.735;0.019;0.025
0.002;26.909;20.760;0.017;0.025
0.003;26.997;20.825;0.015;0.026
0.003;27.085;20.897;0.015;0.026
0.003;26.679;20.589;0.015;0.027
0.003;26.669;20.598;0.009;0.027
0.002;26.805;20.701;0.009;0.027
0.002;26.842;20.733;0.007;0.027
0.002;26.496;20.491;0.008;0.028
0.001;26.904;20.801;0.006;0.028
0.001;27.019;20.927;0.006;0.028
0.001;27.038;20.939;0.007;0.029
0.001;26.671;20.655;0.004;0.029
0.001;26.699;20.656;-0.003;0.029
0.002;26.657;20.601;-0.004;0.030
0.002;26.760;20.661;-0.001;0.030
0.001;26.412;20.377;0.000;0.030
-0.001;26.826;20.699;-0.003;0.030
-0.001;26.484;20.430;-0.002;0.031
-0.002;26.539;20.463;-0.005;0.031
-0.002;26.979;20.803;-0.005;0.031
-0.002;27.022;20.836;-0.006;0.032
-0.003;26.671;20.559;-0.005;0.032
-0.003;26.718;20.588;-0.003;0.032
-0.003;26.773;20.624;-0.003;0.032
-0.003;26.819;20.664;-0.004;0.033
-0.003;26.863;20.702;-0.003;0.033
-0.003;26.504;20.422;-0.003;0.033
-0.002;26.547;20.450;-0.003;0.033
-0.002;26.995;20.787;-0.003;0.034
-0.002;26.988;20.770;-0.001;0.034
-0.001;26.679;20.548;0.003;0.034
-0.001;26.747;20.625;0.002;0.034
-0.001;26.772;20.631;0.003;0.035
-0.000;26.804;20.652;0.006;0.035
0.001;26.444;20.381;0.007;0.035
0.001;26.553;20.434;0.008;0.035
0.002;26.586;20.463;0.004;0.035
0.003;26.972;20.784;0.005;0.036
0.003;26.587;20.479;0.003;0.036
0.003;27.044;20.823;0.003;0.036
0.003;26.685;20.549;-0.003;0.036
0.003;26.770;20.600;-0.001;0.037
0.003;26.799;20.627;0.002;0.037
0.002;26.892;20.686;-0.002;0.037
0.002;26.539;20.419;-0.005;0.037
0.001;26.590;20.456;-0.004;0.037
0.001;26.948;20.725;-0.003;0.037
0.000;26.640;20.515;-0.004;0.038
-0.000;26.720;20.562;-0.004;0.038
-0.001;26.760;20.581;-0.005;0.038
-0.001;26.757;20.582;0.001;0.038
-0.001;26.861;20.665;-0.003;0.038
-0.001;26.512;20.384;-0.002;0.039
-0.001;26.562;20.428;-0.002;0.039
-0.001;26.500;20.377;0.000;0.039
-0.001;26.531;20.405;0.001;0.039
-0.002;26.697;20.533;0.000;0.039
-0.001;26.676;20.524;0.001;0.039
-0.001;26.744;20.575;0.002;0.040
-0.001;26.838;20.634;0.000;0.040
-0.001;26.851;20.632;0.000;0.040
-0.000;26.528;20.392;0.001;0.040
-0.001;26.546;20.410;0.004;0.040
-0.001;26.617;20.464;0.002;0.040
-0.001;26.665;20.499;0.003;0.040
-0.000;26.704;20.538;0.002;0.041
-0.000;26.695;20.529;0.003;0.041
-0.000;26.817;20.610;0.003;0.041
-0.000;26.839;20.643;0.003;0.041
-0.000;26.859;20.640;0.005;0.041
-0.000;26.503;20.405;0.001;0.041
-0.000;26.552;20.426;0.002;0.041
-0.000;26.599;20.467;0.003;0.042
-0.000;26.646;20.508;0.005;0.042
-0.001;26.602;20.492;0.006;0.042
-0.001;26.730;20.579;0.007;0.042
-0.001;26.772;20.613;0.007;0.042
-0.000;26.808;20.645;0.006;0.042
-0.000;26.851;20.682;0.008;0.042
-0.000;26.507;20.421;0.008;0.042
-0.001;26.181;20.149;0.008;0.042
-0.000;26.568;20.476;0.009;0.042
-0.001;26.218;20.210;0.009;0.042
-0.001;26.645;20.546;0.009;0.043
-0.001;26.683;20.587;0.010;0.043
-0.001;26.729;20.631;0.010;0.043
-0.000;26.780;20.668;0.010;0.043
-0.000;26.784;20.703;0.011;0.043
-0.000;26.490;20.484;0.015;0.043
-0.001;26.434;20.422;0.012;0.043
0.000;26.930;20.810;0.011;0.043
0.001;26.587;20.537;0.012;0.043
0.001;26.571;20.529;0.013;0.043
0.001;26.652;20.626;0.009;0.044
0.000;26.708;20.655;0.012;0.044
-0.000;26.746;20.697;0.013;0.044
-0.001;26.783;20.740;0.012;0.044
-0.001;26.517;20.538;0.019;0.044
-0.001;26.524;20.545;0.016;0.044
-0.001;26.529;20.578;0.013;0.044
0.000;26.544;20.596;0.016;0.044
0.001;26.569;20.627;0.013;0.044
0.002;26.642;20.687;0.012;0.044
0.002;26.683;20.721;0.010;0.044
0.002;26.691;20.733;0.010;0.044
0.001;26.768;20.783;0.012;0.044
0.001;26.421;20.507;0.011;0.044
0.000;26.431;20.522;0.013;0.044
0.000;26.493;20.578;0.011;0.044
0.000;26.541;20.599;0.013;0.045
0.000;26.576;20.652;0.012;0.045
0.000;26.612;20.685;0.009;0.045
0.000;26.644;20.709;0.009;0.045
0.000;26.667;20.741;0.014;0.045
-0.000;26.783;20.837;0.010;0.045
-0.000;26.363;20.511;0.010;0.045
0.000;26.411;20.553;0.009;0.045
0.001;26.375;20.516;0.011;0.045
0.001;26.593;20.688;0.010;0.045
0.001;26.584;20.684;0.010;0.045
0.001;26.570;20.676;0.010;0.045
0.001;26.615;20.723;0.008;-0.045
0.000;26.665;20.779;0.003;0.001
0.001;26.714;20.811;0.003;0.024
0.001;26.754;20.855;0.003;0.036
0.001;26.412;20.594;0.002;0.041
0.000;26.454;20.620;0.003;0.044
0.000;26.510;20.656;0.002;0.046
0.000;26.544;20.691;0.001;0.046
0.000;26.579;20.723;-0.002;0.047
0.001;26.640;20.769;0.000;0.047
0.000;26.682;20.798;-0.001;0.047
0.000;26.726;20.829;-0.002;0.047
0.000;26.376;20.571;-0.003;0.047
0.000;26.421;20.596;-0.003;0.047
0.001;26.472;20.634;-0.004;0.047
0.001;26.517;20.667;-0.005;0.047
0.001;26.552;20.714;-0.004;0.047
0.001;26.608;20.744;-0.007;0.047
0.001;26.662;20.773;-0.008;0.047
0.001;26.824;20.916;-0.010;0.047
0.001;26.941;20.983;-0.006;0.047
0.001;26.611;20.729;-0.009;0.047
0.001;26.610;20.729;-0.012;0.047
0.001;26.464;20.608;-0.013;0.047
0.002;26.541;20.647;-0.015;0.047
0.002;26.599;20.669;-0.015;0.047
0.001;26.647;20.697;-0.016;0.047
0.001;26.698;20.730;-0.017;0.047
0.001;26.716;20.732;-0.015;0.047
0.001;26.805;20.799;-0.017;0.047
0.001;26.444;20.507;-0.018;0.047
0.001;26.494;20.556;-0.020;0.047
0.001;26.550;20.575;-0.017;0.047
0.001;26.588;20.589;-0.019;0.047
0.001;26.643;20.622;-0.020;0.047
0.001;26.699;20.659;-0.023;0.047
0.001;26.738;20.674;-0.023;0.047
0.001;26.796;20.694;-0.023;0.047
0.000;26.389;20.371;-0.023;0.047
0.000;26.467;20.444;-0.022;0.047
-0.000;26.550;20.493;-0.021;0.047
-0.000;26.595;20.494;-0.022;0.047
-0.000;26.648;20.522;-0.021;0.047
0.000;26.703;20.554;-0.022;0.047
0.000;26.733;20.581;-0.022;0.047
0.000;26.808;20.611;-0.020;0.047
0.000;26.862;20.634;-0.020;0.047
0.000;26.907;20.669;-0.022;0.047
0.000;26.569;20.417;-0.023;0.047
0.000;26.563;20.367;-0.021;0.047
-0.000;27.030;20.745;-0.017;0.047
-0.001;26.705;20.474;-0.018;0.047
-0.001;26.748;20.500;-0.017;0.047
-0.001;26.803;20.529;-0.014;0.047
-0.000;26.849;20.551;-0.012;0.047
0.000;26.870;20.538;-0.014;0.047
0.000;26.549;20.313;-0.017;0.047
0.000;26.659;20.381;-0.017;0.047
0.000;26.641;20.368;-0.015;0.047
-0.000;26.702;20.414;-0.014;0.047
-0.000;26.745;20.432;-0.018;0.047
-0.000;26.777;20.454;-0.016;0.047
-0.001;26.851;20.485;-0.012;0.047
-0.001;26.892;20.511;-0.021;0.047
-0.001;26.923;20.517;-0.034;0.047
-0.002;26.606;20.293;-0.033;0.047
-0.002;26.637;20.265;-0.042;0.047
-0.001;27.086;20.575;-0.033;0.047
-0.001;27.142;20.605;-0.020;0.047
-0.001;26.753;20.296;-0.017;0.047
-0.001;26.852;20.362;-0.008;0.047
-0.001;26.867;20.350;0.002;0.047
-0.001;26.923;20.406;0.009;0.047
-0.001;27.012;20.481;0.012;0.047
-0.001;27.006;20.495;0.012;0.047
-0.001;26.675;20.233;0.016;0.047
-0.001;26.745;20.298;0.020;0.047
-0.001;26.797;20.336;0.016;0.047
-0.001;26.882;20.419;0.015;0.047
-0.001;26.978;20.478;0.013;0.047
-0.001;26.980;20.485;0.014;0.047
-0.001;27.074;20.570;0.010;0.047
-0.002;26.724;20.297;0.010;0.047
-0.002;26.694;20.281;0.009;0.047
-0.003;26.757;20.332;0.008;0.047
-0.003;26.819;20.361;0.007;0.047
-0.003;26.908;20.444;0.014;0.047
-0.004;26.918;20.483;0.015;0.047
-0.004;26.849;20.441;0.015;0.047
-0.004;26.975;20.542;0.014;0.047
-0.003;27.029;20.617;0.013;0.047
-0.003;27.024;20.613;0.016;0.047
-0.003;26.696;20.354;0.016;0.047
-0.003;26.820;20.420;0.015;0.047
-0.002;26.804;20.427;0.015;0.047
-0.003;26.832;20.458;0.023;0.047
-0.003;26.871;20.540;0.024;0.047
-0.003;26.898;20.573;0.020;0.047
-0.003;26.933;20.613;0.017;0.047
-0.003;26.984;20.665;0.015;0.047
-0.002;26.575;20.368;0.014;0.047
-0.002;26.607;20.421;0.015;0.047
-0.002;26.663;20.454;0.013;0.047
-0.002;26.692;20.481;0.012;0.047
-0.001;26.747;20.530;0.014;0.047
-0.001;26.755;20.545;0.011;0.047
-0.001;26.820;20.583;0.011;0.047
-0.001;26.912;20.642;0.008;0.047
-0.001;26.896;20.646;0.009;0.047
-0.001;26.928;20.680;0.007;0.047
-0.001;26.571;20.410;0.007;0.047
-0.001;26.578;20.436;0.005;0.047
-0.001;26.713;20.547;0.006;0.047
-0.001;26.656;20.506;0.001;0.047
-0.000;26.703;20.532;0.002;0.047
0.000;26.753;20.585;0.001;0.047
0.000;26.768;20.590;0.000;0.047
0.001;26.848;20.654;0.001;0.047
0.001;26.879;20.691;0.001;0.047
0.001;26.907;20.679;0.001;0.047
0.001;26.943;20.716;-0.001;0.047
0.001;26.604;20.463;0.000;0.047
0.002;26.630;20.479;-0.002;0.047
0.002;26.651;20.493;-0.001;0.047
0.002;26.670;20.498;0.000;0.047
0.002;26.724;20.548;-0.003;0.047
0.002;26.778;20.579;-0.004;0.047
0.001;26.822;20.614;-0.006;0.047
0.002;26.871;20.641;-0.003;0.047
0.002;26.918;20.673;-0.005;0.047
0.002;26.895;20.652;-0.008;0.047
0.002;26.621;20.440;-0.008;0.047
0.002;26.660;20.468;-0.006;0.047
0.002;26.658;20.470;-0.005;0.047
0.002;26.711;20.505;-0.004;0.047
0.002;26.807;20.570;-0.005;0.047
0.002;26.855;20.599;-0.005;0.047
0.002;26.902;20.633;-0.005;0.047
0.002;26.950;20.678;-0.005;0.047
0.002;26.913;20.653;-0.004;0.047
0.002;26.253;20.136;-0.006;0.047
0.002;26.302;20.164;-0.006;0.047
0.002;25.945;19.892;-0.006;0.047
0.002;26.730;20.496;-0.006;0.047
0.002;26.816;20.559;-0.005;0.047
0.002;26.888;20.600;-0.002;0.047
0.001;26.926;20.626;-0.001;0.047
0.001;26.952;20.648;0.002;0.047
0.001;27.026;20.706;-0.001;0.047
0.001;26.663;20.427;-0.003;0.047
0.002;26.715;20.468;-0.001;0.047
0.001;26.768;20.504;-0.001;0.047
0.001;26.802;20.527;-0.002;0.047
0.001;26.856;20.569;-0.002;0.047
0.001;26.825;20.523;-0.003;0.047
-0.000;26.549;20.330;-0.001;0.047
-0.000;26.184;20.045;-0.001;0.047
-0.001;25.839;19.779;-0.001;0.047
-0.001;26.661;20.412;-0.004;0.047
-0.001;26.692;20.439;-0.003;0.047
-0.001;26.740;20.473;-0.006;0.047
-0.001;26.752;20.459;-0.006;0.047
-0.001;26.837;20.541;-0.005;-0.273
-0.001;26.892;20.589;-0.005;-0.109
-0.001;26.905;20.596;-0.007;-0.027
-0.001;26.550;20.323;-0.005;0.014
-0.001;26.604;20.350;-0.002;0.035
-0.002;26.626;20.377;-0.004;0.045
-0.002;26.662;20.417;0.000;0.050
-0.002;26.810;20.505;0.002;0.053
-0.001;26.788;20.488;0.001;0.054
-0.001;26.838;20.529;-0.001;0.054
-0.001;26.466;20.256;-0.001;0.055
-0.001;26.928;20.595;-0.006;0.055
-0.001;26.580;20.329;-0.005;0.055
-0.001;26.595;20.345;-0.005;0.055
-0.001;26.650;20.397;-0.012;0.055
-0.001;26.728;20.426;-0.009;0.055
-0.001;26.721;20.413;-0.006;0.055
-0.001;26.811;20.492;-0.004;0.055
-0.001;26.872;20.545;-0.007;0.055
-0.001;26.891;20.542;-0.013;0.055
-0.001;26.563;20.292;-0.011;0.055
-0.001;26.606;20.319;-0.011;0.055
-0.001;26.608;20.331;-0.008;0.055
-0.001;26.698;20.385;-0.008;0.055
-0.001;26.760;20.412;-0.004;0.055
-0.001;26.751;20.398;-0.001;0.055
